,id,questions,questions_perturbed,similarity_scores
439,37087,Wie schwer ist das Gehirn eines Blauwalles?,Wie schwer ist das Gehirn  Blauwalles?,0.99652404
440,37088,Welchem Tier ähnelt sich der Hippocampus?,Welchem Tier ähnelt sich  Hippocampus?,0.9987254
441,37089,Wofür ist der Hippocampus zuständig?,Wofür ist der  zuständig?,0.99066186
442,37090,Was ist der Unterschied zwischen dem Hippocampus eines Mannes und einer Frau?,Was ist der Unterschied zwischen dem Hippocampus eines Mannes und  Frau?,0.99871385
443,37091,Wofür ist die Amygdala zuständig?,Wofür ist die Amygdala ?,0.9630168
444,37092,Was ist der Unterschied zwischen einer Amygdala eines Mannes und einer Frau?,Was ist der Unterschied zwischen  Amygdala eines Mannes und  Frau?,0.9971531
445,37093,Wie unterscheiden sich die beiden Hirnhemisphären im Bezug auf Sprache und Raumvorstellung bei Männern und Frauen?, unterscheiden sich die beiden Hirnhemisphären im Bezug auf Sprache und Raumvorstellung bei Männern und Frauen?,0.99453825
446,37095,Wie kann man den Unterschied in den beiden Hirnhemisphären von Männern und Frauen erklären?,Wie  man den Unterschied in den beiden Hirnhemisphären von Männern und Frauen erklären?,0.9975717
447,37096,Wie können die Geschlechtschromosomen die Entwicklung beeinflussen?,Wie können  Geschlechtschromosomen  Entwicklung beeinflussen?,0.99219507
448,37106,Wer ließ 1702 San Agustin zerstören?,Wer  1702 San Agustin zerstören?,0.99199486
449,37108,Wann nahmen Franzosen die spanische Siedlung in Pensacola im Westen Floridas ein?,Wann nahmen Franzosen die spanische Siedlung in Pensacola im Westen  ein?,0.9980012
450,36839,Wann wurde San Agustin angegriffen und ausgeräubert?,Wann wurde  Agustin angegriffen und ausgeräubert?,0.99880105
451,37109,Wo liegt Guinea-Bissau?,Wo  Guinea-Bissau?,0.98631847
452,37110,Welches Land grenzt an Guinea-Bissau im Norden?, Land grenzt an Guinea-Bissau im Norden?,0.986439
453,37112,Welches Land grenzt an Guinea-Bissau im Osten?,Welches Land grenzt an Guinea- im Osten?,0.99169004
454,37114,Wie groß ist Guinea-Bissau?,Wie groß ist -Bissau?,0.9888055
455,37117,Was ist die Hauptstadt von Guinea- Bissau?,Was ist  Hauptstadt von Guinea- Bissau?,0.99839526
456,44026,Wie wird die Northwestern University auch gennant?,Wie wird die Northwestern University  gennant?,0.99300516
457,44027,In welchem Bundesstaat ist die Northwestern University angesiedelt?,In welchem Bundesstaat ist die Northwestern University ?,0.97468156
458,44028,In welcher Stadt ist die Northwestern University?,In welcher Stadt  die Northwestern University?,0.9936472
459,44029,Wie heißt das U-Bahnsystem in Chicago?,Wie heißt das U- in Chicago?,0.992386
460,44030,An welchem See liegt die Northwestern University?,An welchem See liegt die  University?,0.9943391
461,44031,In welcher Stadt ist der zentrale Campus der Northwestern University?,In welcher Stadt ist der zentrale Campus der Northwestern ?,0.96997315
462,44032,Wie groß ist der Hauptcampus der Northwestern University?,Wie  ist der Hauptcampus der Northwestern University?,0.9929568
463,44033,Seit wann gibt es die Kellogg School of Management an der NU?,Seit wann gibt es die Kellogg School of  an der NU?,0.9984504
464,44034,Wie viele Studierende gibt es an der Northwestern University?,Wie viele Studierende gibt es an  Northwestern University?,0.99857247
465,44035,Ist die Northwestern eine private oder staatliche Universität?,Ist die Northwestern  private oder staatliche Universität?,0.99784166
466,44036,Wie heißt die studentische Zeitung an der Northwestern University?,Wie heißt die studentische  an der Northwestern University?,0.99152577
467,44037,Wann wurde die Association of American Universities gegründet?, wurde die Association of American Universities gegründet?,0.9654057
468,41145,Wie viele Soldaten in China starben im Pazifikkrieg?, viele Soldaten in China starben im Pazifikkrieg?,0.98662126
469,41146,Wie viele japanische Soldaten fielen im Pazifikkrieg?,Wie viele japanische Soldaten  im Pazifikkrieg?,0.99166965
470,41153,Was versteht man unter der Lesbarkeit in der Architektur?,Was versteht man  der Lesbarkeit in der Architektur?,0.9924629
471,41154,Welche Themen sind seit den zunehmenden Debatten um die globale Erwarmung in der Architektur wichtig geworden?,Welche Themen sind seit den  Debatten um die globale Erwarmung in der Architektur wichtig geworden?,0.99895245
472,41155,"Was versteht man unter dem Begriff ""Solararchitektur""?","Was versteht man  dem Begriff ""Solararchitektur""?",0.99830985
473,38837,"Was macht der Rettungsdienst als erstes, wenn ein Patient den Herzinfarkt hat?","Was  der Rettungsdienst als erstes, wenn ein Patient den Herzinfarkt hat?",0.99314296
474,38840,Warum wird die Therapie mit Sauerstoff beim Herzinfarkt nicht mehr durchgeführt?,Warum wird die Therapie mit  beim Herzinfarkt nicht mehr durchgeführt?,0.99735385
475,38841,Welche Medikamente können beim Herzinfarkt manchmal erforderlich sein?,Welche  können beim Herzinfarkt manchmal erforderlich sein?,0.99579185
476,41169,Wie wurde Gaddafi getötet?,Wie wurde  getötet?,0.9931309
477,41168,"Welche Organisation hat geholfen Gaddafi 2011 zu finden, als er geflohen ist?","Welche Organisation hat geholfen Gaddafi 2011 zu finden, als er  ist?",0.9945966
478,41170,Wo wurde die Leihe von Gaddafi bestattet?,Wo wurde die  von Gaddafi bestattet?,0.9953554
479,38791,Wann ist die Literatur in Tibet sehr religiös geprägt geworden?,Wann ist die Literatur in Tibet sehr  geprägt geworden?,0.99608433
480,38794,Wie hat sich die Literatur in Tibet mit der Annexion des Landes durch China verändert? ,Wie hat sich die Literatur in  mit der Annexion des Landes durch China verändert? ,0.9947308
481,38796,Was wird unter der tibetischen Literatur verstanden?,Was wird unter  tibetischen Literatur verstanden?,0.9987887
482,41171,Wer hat das Famicon entworfen?,Wer hat  Famicon entworfen?,0.9923001
483,41172,In welchem Land hat man das Famicon verkauft?,In welchem Land hat man  Famicon verkauft?,0.9985846
484,41173,Wie hieß die erste Nintendo-Konsole?,Wie  die erste Nintendo-Konsole?,0.99168503
485,41174,Welches Zubehör hatte die erste Nintendo?,Welches  hatte die erste Nintendo?,0.9941104
486,41175,In welchen Paketen konnte man das Nintendo Entertainment System 1985 kaufen?,In welchen Paketen konnte man das Nintendo  System 1985 kaufen?,0.99895513
487,44115,Wann reagiert das Immunsystem übermäßig auf bestimmte körperfremde Strukturen?,Wann reagiert das Immunsystem übermäßig auf  körperfremde Strukturen?,0.9989933
488,44113,Was ist der Grund von Autoimmunerkrankungen?,Was ist der Grund von ?,0.97003925
489,44114,Was sind die Beispiele für Autoimmunerkrankungen?,Was sind die Beispiele für ?,0.97273827
490,44118,Was ist ein Erfordernis für die Entstehung einer Allergie?,Was ist  Erfordernis für die Entstehung einer Allergie?,0.9988913
491,44120,Welche Allergien treten am häufigsten auf?,Welche Allergien treten am  auf?,0.9913363
492,40395,Bei welchen Softwaretests wird die Automatisierung empfohlen?,Bei welchen Softwaretests wird  Automatisierung empfohlen?,0.9985436
493,40427,Welcher Wert ist extrem wichtig bei der Papierherstellung?,Welcher Wert ist extrem wichtig bei  Papierherstellung?,0.9990386
494,40428,Wovon hängt die Zugfestigkeit von Papier ab?,Wovon hängt die Zugfestigkeit  Papier ab?,0.9977863
495,40429,Wie wird die Zugfestigkeit von Papier gemessen?,Wie wird die Zugfestigkeit von Papier ?,0.9715775
496,40430,Was bestimmt der spezifische Weiterreißwiderstand von Papier?, bestimmt der spezifische Weiterreißwiderstand von Papier?,0.98837787
497,40431,Wie wird der spezifische Weiterreißwiderstand von Papier gemessen?,Wie wird der spezifische  von Papier gemessen?,0.99134964
498,40433,Was macht der Berstwiderstand beim Papier?,Was macht  Berstwiderstand beim Papier?,0.9963034
499,40434,Wie wird der Berstwiderstand beim Papier gemessen?,Wie wird der  beim Papier gemessen?,0.99044293
500,40435,Was ist unter dem Spaltwiderstand beim Papier gemeint?,Was ist unter  Spaltwiderstand beim Papier gemeint?,0.998998
501,38836,Wie werden intensive Grüntöne bezeichnet?,Wie werden intensive Grüntöne ?,0.981741
502,41188,Wie viel Prozent der Bevölkerung sprechen Deutsch als Muttersprache?,Wie viel Prozent der Bevölkerung  Deutsch als Muttersprache?,0.9880021
503,41189,Was ist die gesprochene Umgangssprache in Bern?,Was ist die  Umgangssprache in Bern?,0.99765146
504,41190,Was ist eine der Besonderheiten des Berndeutsches?,Was ist eine  Besonderheiten des Berndeutsches?,0.9971899
505,40405,Wodurch zeichnen sich Chloroplasten und Mitochondrien aus?,Wodurch zeichnen sich  und Mitochondrien aus?,0.99228746
506,40471,Wo liegt San Diego?,Wo liegt San ?,0.9625234
507,40472,Was grenzt an Westen von San Diego?,Was  an Westen von San Diego?,0.98936814
508,40473,Was grenzt an Osten von San Diego?,Was grenzt an Osten von  Diego?,0.99678224
509,40474,In wie viele Teile wird San Diego geteilt?,In wie viele Teile  San Diego geteilt?,0.9920663
510,40475,Was ist der höchste Punkt San Diegos?,Was ist der höchste Punkt San ?,0.9613977
511,40476,Welchen Fluss gibt es in San Diego?,Welchen  gibt es in San Diego?,0.9924979
512,41193,Was ist das Hauptwerk von Charles Darwin?,Was ist das Hauptwerk von  Darwin?,0.99798334
513,41194,"Wann wurde ""Über die Entstehung der Arten"" veröffentlicht?","Wann  ""Über die Entstehung der Arten"" veröffentlicht?",0.9946417
514,41195,Was hat Charles Darwin in seinem Hauptwerk bewiesen?,Was hat  Darwin in seinem Hauptwerk bewiesen?,0.9981234
515,41196,Wo hat Charles Darwin Belege für seine Theorie gesammelt?,Wo hat Charles Darwin Belege für  Theorie gesammelt?,0.99791366
516,41351,Was war die ursprüngliche Religion der Slawen?, war die ursprüngliche Religion der Slawen?,0.9821531
517,41352,Mit welchem Namen haben die Slawen den Gott genannt?,Mit welchem Namen  die Slawen den Gott genannt?,0.99531925
518,41353,Welche mythische Wesen wurden von den Slawen verehrt?,Welche mythische Wesen wurden  den Slawen verehrt?,0.99809366
519,41354,Was brachten die Slawen den Göttern zum Opfer?,Was brachten die  den Göttern zum Opfer?,0.9949895
520,41355,Was passiert mit der Seele nach dem Tod laut Slawen?,Was passiert mit  Seele nach dem Tod laut Slawen?,0.99868697
521,41360,Wer hat Tristan da Cunha in seinem Roman im Jahr 1838 ausführlich beschrieben?,Wer hat  da Cunha in seinem Roman im Jahr 1838 ausführlich beschrieben?,0.9954234
522,41361,"Wer hat einen Roman über Tristan da Cunha geschrieben, der denselben Namen wie diese Inselgruppe trägt?"," hat einen Roman über Tristan da Cunha geschrieben, der denselben Namen wie diese Inselgruppe trägt?",0.9823617
523,41362,In welchem Werk hat Jule Verne Tristan da Cunha dargestellt?,In  Werk hat Jule Verne Tristan da Cunha dargestellt?,0.9785554
524,42095,Wann hat der Österreichische Erbfolgekrieg stattgefunden?,Wann  der Österreichische Erbfolgekrieg stattgefunden?,0.9947615
525,42096,Was beendete den Österreichischen Erbfolgekrieg?,Was beendete den  Erbfolgekrieg?,0.9862827
526,42098,"Was hat Österreich versucht, um Schlesien zurückzugewinnen?","Was hat Österreich versucht, um  zurückzugewinnen?",0.9945658
527,42100,In welchem Jahr verschlechterte sich der britisch- französische Konflikt in Nordamerika?,In welchem  verschlechterte sich der britisch- französische Konflikt in Nordamerika?,0.98950434
528,42101,Wer wollte das Bündnis von Frankreich und Preußen  Mitte des 18.Jahrhundert vermeiden? ,Wer wollte das Bündnis von Frankreich und   Mitte des 18.Jahrhundert vermeiden? ,0.9979013
529,42102,Worum ging es im Vertrag von Sankt Petersburg zwischen Großbritannien und Russland?,Worum ging es im Vertrag von Sankt  zwischen Großbritannien und Russland?,0.99667776
530,42103,Wann hat Großbritannien die Westminister-Konvention mit Preußen geschlossen?,Wann hat Großbritannien  Westminister-Konvention mit Preußen geschlossen?,0.998112
531,42104,Was hat die Westminister-Konvention von 1756 garantiert?,Was hat die Westminister-Konvention von  garantiert?,0.99466574
532,42105,An welchem Tag hat Großbritannien Frankreich 1756 den Krieg erklärt?,An welchem Tag hat Großbritannien Frankreich 1756 den  erklärt?,0.9898641
533,41206,Warum glühen erhitzte Körper zunächst rot?,Warum glühen erhitzte  zunächst rot?,0.99224544
534,41207,Welche Sinneszellen im menschlichen Auge sind für das Rotsehen verantwortlich?,Welche Sinneszellen im  Auge sind für das Rotsehen verantwortlich?,0.99807626
535,41394,Mit welcher Geschwindigkeit kann man Daten mithilfe eines USB-Sticks übertragen?,Mit welcher  kann man Daten mithilfe eines USB-Sticks übertragen?,0.98814106
536,41404,Welcher im 14.Jahrhundert angelegte künstliche See in Jaisalmer wurde von der Bevölkerung gepflegt? ,Welcher im 14.Jahrhundert angelegte künstliche See in Jaisalmer wurde von der  gepflegt? ,0.9986281
537,41405,Was war die Quelle des Trinkwassers in Jaisalmer?,Was war die Quelle des  in Jaisalmer?,0.9905075
538,44008,Wie nennt man religiöse Stiftungen in Iran?, nennt man religiöse Stiftungen in Iran?,0.9895944
539,44009,Warum werden religiöse Stiftungen in Iran kritisiert?, werden religiöse Stiftungen in Iran kritisiert?,0.98798126
540,44010,In welchen Bereichen der Wirtschaft haben religiöse Stiftungen in Iran herrschende Stellung?,In welchen Bereichen der Wirtschaft haben religiöse  in Iran herrschende Stellung?,0.997748
541,44011,Was sind die zwei größten religiösen Stiftungen in Iran?,Was sind die  größten religiösen Stiftungen in Iran?,0.994614
542,41210,Wie ist der Achtfache Pfad im Buddhismus geteilt?,Wie ist  Achtfache Pfad im Buddhismus geteilt?,0.99806255
543,41209,Was ist das Kern der Lehre des Buddha?,Was ist das Kern der Lehre des ?,0.96924585
544,41396,Welche Wirkung können manche für die Munitionsproduktion eingesetzte Metalle haben?, Wirkung können manche für die Munitionsproduktion eingesetzte Metalle haben?,0.9945731
545,41397,Wie kann das Geschossmaterial der Natur schaden? ,Wie kann das Geschossmaterial  Natur schaden? ,0.9974752
546,41398,Warum wird die Verwendung von Blei in der Munition kritisiert?,Warum wird die  von Blei in der Munition kritisiert?,0.9949901
547,44097,Wo finden Vakuumkondensatoren ihre Anwendung?,Wo  Vakuumkondensatoren ihre Anwendung?,0.99535096
548,44098,Wann werden Vakuumkondensatoren eingesetzt?,Wann werden Vakuumkondensatoren ?,0.97680646
549,44100,Warum werden Glimmerkondensatoren für hohe Anforderungen eingesetzt?,Warum  Glimmerkondensatoren für hohe Anforderungen eingesetzt?,0.99650043
550,44102,Warum werden Schutzringkondensatoren gebaut?,Warum werden Schutzringkondensatoren ?,0.980129
551,44104,Wie viele Schichten haben mehrlagige Leiterplatten?,Wie viele Schichten haben mehrlagige ?,0.9778244
552,40504,Was ist ein Kurzschluss?,Was ist  Kurzschluss?,0.995866
553,40505,Wie entsteht ein Kurzschluss?,Wie entsteht ein ?,0.9722639
554,40508,Wie funktionieren Kurzschlusstests?,Wie funktionieren ?,0.9615131
555,36704,Als was bezeichnen die Demokraten bei Wahlen die im Ausland lebenden Wähler?,Als was bezeichnen die Demokraten bei Wahlen die im Ausland lebenden ?,0.9894806
556,37203,Was war das Grundprinzip von Alfred North Whiteheads Schaffen?,Was war das Grundprinzip von Alfred  Whiteheads Schaffen?,0.99924254
557,37206,Wie heißt das erste Werk von Whitehead im Bereich Naturphilosophie?,Wie heißt das erste Werk von Whitehead im  Naturphilosophie?,0.99893063
558,38579,Wo ist die Yale University?,Wo ist die Yale ?,0.97624266
559,38581,Welche ist die drittälteste Uni der USA?,Welche  die drittälteste Uni der USA?,0.99478555
560,38583,Wessen Namen trägt die Yale University?,Wessen Namen trägt die Yale ?,0.9713837
561,38584,Welche Universität verfügt weltweit über das meiste Kapital?,Welche Universität verfügt weltweit über das meiste ?,0.98245096
562,38585,Was ist die Ivy League?,Was ist die  League?,0.9909349
563,38586,Seit wann gibt es die Association of American Universities?,Seit wann  es die Association of American Universities?,0.9933682
564,38587,Welches sind die drei wichtigsten Universitäten der USA?,Welches sind die  wichtigsten Universitäten der USA?,0.99821824
565,38588,Wie viele bücher hab es 2009 in den Bibliotheken von Yale?,Wie viele bücher hab es  in den Bibliotheken von Yale?,0.9961467
566,38589,Wie viele US-Präsidenten haben in Yale studiert?,Wie viele US-Präsidenten haben in  studiert?,0.9936727
567,40532,Was ist armenische Kunst?,Was ist armenische ?,0.97961473
568,37390,Wie sind Daten auf Laserdiscs gespeichert?,Wie sind Daten auf Laserdiscs ?,0.9773773
569,37515,Kann man eine Laserdisc als CD benutzen?,Kann  eine Laserdisc als CD benutzen?,0.996349
570,37516,Was bedeutet CAV bei Laserdiscs?,Was bedeutet  bei Laserdiscs?,0.9944336
571,37541,Welche Form der Erkenntnis steht dem Empirismus gegenüber?,Welche Form der Erkenntnis steht dem Empirismus ?,0.9792872
572,37544,Wieso lehnt Leibniz empirisches WIssen ab?, lehnt Leibniz empirisches WIssen ab?,0.9874136
573,37548,Wie wird nach Descartes Erkenntnis generiert?,Wie wird nach Descartes Erkenntnis ?,0.98395175
574,37618,Wie ist das VErhältnis von Zonenzeit und Sonnenzeit?,Wie ist das VErhältnis  Zonenzeit und Sonnenzeit?,0.9973179
575,37621,Was ist die MEZ?,Was  die MEZ?,0.9893174
576,37632,Was ist die Sommerzeit?,Was ist  Sommerzeit?,0.9948283
577,37634,Was waren die Gründe für die Einführung der Sommerzeit?,Was waren  Gründe für  Einführung der Sommerzeit?,0.99686825
578,37637,Wieso galt in der Tschechoslowakei 1946 eine Winterzeit?,Wieso galt in  Tschechoslowakei 1946 eine Winterzeit?,0.99850285
579,37640,Was ist die Standardzeit?, ist die Standardzeit?,0.9741123
580,37606,Was ist die Sonnenzeit?,Was  die Sonnenzeit?,0.98942703
581,37609,Wann wurden die globalen Zeitzonen festgelegt?,Wann  die globalen Zeitzonen festgelegt?,0.9950211
582,37610,Wo wurde ein weltweites Zeitsystem festgelegt?,Wo wurde  weltweites Zeitsystem festgelegt?,0.9983303
583,37613,Was ist die Zonenzeit?,Was ist die ?,0.96482646
584,37614,Wie groß ist der Zeitunterschied zwischen den Zonenzeiten?,Wie groß  der Zeitunterschied zwischen den Zonenzeiten?,0.997938
585,37722,Was war die erste Funktion von Hunden für den Menschen?,Was war die  Funktion von Hunden für den Menschen?,0.994746
586,37723,von wem stammen Hunde ab?, wem stammen Hunde ab?,0.9913213
587,37724,Welche Eigenschaft benötigen Hunde für die Treibjagd?,Welche Eigenschaft benötigen  für die Treibjagd?,0.9917736
588,37725,Wozu wurden Dackel gezüchtet?,Wozu wurden Dackel ?,0.9604723
589,38381,Was trug bei der Kolonialisierung Amerikas durch die Europäer neben Krieg auch zur Ausschlöschung der indigenen Bevölkerung bei?,Was trug bei der Kolonialisierung Amerikas durch die Europäer neben  auch zur Ausschlöschung der indigenen Bevölkerung bei?,0.9984164
590,38490,Was wird heute in Bezug auf die Kolonisierung Amerikas als Mythos bezeichnet?,Was wird heute in Bezug auf die Kolonisierung  als Mythos bezeichnet?,0.99885124
591,38491,Auf wie viele Einwohner wird Mittelamerika zur Zeit der Kolonisierung durch die Europäer geschätzt?,Auf wie viele Einwohner wird Mittelamerika zur Zeit  Kolonisierung durch die Europäer geschätzt?,0.9985702
592,38492,Wer vernichtete die Azteken?, vernichtete die Azteken?,0.9728668
593,38493,Wie viele Soldaten hatte Hernan Cortes?,Wie  Soldaten hatte Hernan Cortes?,0.9891737
594,38494,Welche Hochkultur in Amerika hat Pizarro vernichtet?,Welche Hochkultur in Amerika  Pizarro vernichtet?,0.9943208
595,38495,Was ist der Vertrag von Tordesillas?,Was ist der  von Tordesillas?,0.988473
596,38498,Wie wurden die Kinder indianischer Frauen mit europäsichen Kolonisatoren bezeichnet?,Wie wurden die Kinder indianischer Frauen mit europäsichen Kolonisatoren ?,0.98844016
597,38499,Welche Krankheiten grassierten in Nordamerika nach der Ankunft der Europäer?, Krankheiten grassierten in Nordamerika nach der Ankunft der Europäer?,0.9842135
598,38500,Wie viele Menschen sind in Amerika in der Kolonialzeit Schätzungen zufolgen an den Pocken gestorben?,Wie viele Menschen sind in Amerika in der Kolonialzeit Schätzungen zufolgen an  Pocken gestorben?,0.9994311
599,38501,Wieso waren die Krankheiten der Europäer für die indigene Bevölkerung in Amerika besonders schwerwiegend?,Wieso waren die Krankheiten der Europäer  die indigene Bevölkerung in Amerika besonders schwerwiegend?,0.997149
600,38502,Wie sollen die Europäer absichtlich Pocken unter der indigenen Bevölkerung Amerikas verbreitet haben?,Wie sollen die Europäer absichtlich Pocken unter  indigenen Bevölkerung Amerikas verbreitet haben?,0.9993901
601,38503,Wann war die Schlacht von Mauvilla?, war die Schlacht von Mauvilla?,0.98504007
602,38504,Wie viele Seminolenkriege gab es?,Wie viele  gab es?,0.9864053
603,38505,Wann waren die Biberkriege?,Wann waren  Biberkriege?,0.99767435
604,38506,Wer führte die Apachen bis 1886 bei den Aufständen gegen die europäischen Siedler an?,Wer führte die Apachen bis 1886 bei den Aufständen gegen die europäischen  an?,0.9984796
605,38508,Wann war der Aufstand der Sioux?,Wann war der  der Sioux?,0.99057615
606,38509,Welches Massaker gegen die indianische Bevölkerung wurde 1890 begangen?,Welches Massaker gegen die indianische Bevölkerung  1890 begangen?,0.9969186
607,38553,Was ist das Zinkfingerprotein?,Was  das Zinkfingerprotein?,0.9921179
608,38556,Welche Enzyme benötigen Zink?,Welche  benötigen Zink?,0.9897214
609,38557,Wofür benötigt der Körper Zink?,Wofür benötigt  Körper Zink?,0.9964743
610,40480,In welcher Stadt steht das Alley Theatre,In welcher Stadt steht  Alley Theatre,0.9967161
611,37393,Was heißt Sowjet?,Was  Sowjet?,0.9804525
612,37396,Welche Verwaltungsebenen gab es in der Russischen Sowjetrepublik?, Verwaltungsebenen gab es in der Russischen Sowjetrepublik?,0.98221606
613,37397,Welche Institution sollte das Parlament in der Russischen Sowjetrepublik ersetzten?,Welche Institution sollte das Parlament in der  Sowjetrepublik ersetzten?,0.9982394
614,37399,Wer durfte laut der Räteordnung der Russischen Sozialistischen Föderativen Sowjetrepulik wählen?,Wer durfte laut  Räteordnung  Russischen Sozialistischen Föderativen Sowjetrepulik wählen?,0.9984413
615,37401,"Welches Prinzip führte Montesquieu in ""Vom Geist der Gesetze"" ein?","Welches Prinzip führte Montesquieu in ""Vom  der Gesetze"" ein?",0.99920815
616,37558,Was ist die empfohlene Tagesdosis für Zink?,Was ist die empfohlene Tagesdosis  Zink?,0.99771756
617,37560,Was sind die Folgen von zu viel Zink?,Was  die Folgen von zu viel Zink?,0.9955798
618,37566,Ab wie viel Gramm ist Zink giftig?,Ab wie viel Gramm  Zink giftig?,0.9935062
619,37567,Was ist Zinkfieber?, ist Zinkfieber?,0.9849828
620,37568,Kann Zink Durchfall auslösen?, Zink Durchfall auslösen?,0.9858692
621,37644,Was ist die Epiglottis?,Was ist die ?,0.958625
622,37645,Wozu dient der Kehldeckel?, dient der Kehldeckel?,0.9803115
623,37646,Was unterscheidet Säugetiere von andern TIeren?, unterscheidet Säugetiere von andern TIeren?,0.97682434
624,37656,Was ist die Henle'sche Schleife?,Was ist die  Schleife?,0.98764646
625,37727,Welche Steuerungsmechanismen gibt es bei Aufzügen?,Welche  gibt es bei Aufzügen?,0.98391896
626,37728,Welche Bedienmöglichkeiten gibt es bei Aufzügen?,Welche Bedienmöglichkeiten gibt es  Aufzügen?,0.9946863
627,37729,Wo werden Gruppensammelsteuerungen von Aufzügen benutzt?,Wo werden  von Aufzügen benutzt?,0.98856974
628,37659,Wer verwaltet die Unis in Deutschland?, verwaltet die Unis in Deutschland?,0.98468626
629,37662,Wer ist Träger der Eidgenössischen Technischen Hochschule Zürich?,Wer ist Träger der  Technischen Hochschule Zürich?,0.9920913
630,37664,Wem unterstehen die Universitäten in der Schweiz?,Wem unterstehen die  in der Schweiz?,0.9955814
631,37665,Wie heißen die Lehrer an der Uni?,Wie heißen  Lehrer an der Uni?,0.9969694
632,37731,Was kann man laut Alexander Pashos aus Funden der Kleiderlaus schließen?,Was kann man  Alexander Pashos aus Funden der Kleiderlaus schließen?,0.99548614
633,37732,Welcher Zeitpunkt wurden anhand von Genanalysen für das Auftreten von Kleidung festgestellt?,Welcher Zeitpunkt wurden anhand von Genanalysen für  Auftreten von Kleidung festgestellt?,0.99917644
634,37733,Was ist die Fundstelle Neumark-Nord?,Was ist  Fundstelle Neumark-Nord?,0.9968623
635,37734,Was ist das Besondere an der Fundstelle Neumark-Nord?,Was ist das Besondere an der  Neumark-Nord?,0.9963261
636,37735,Welche Eigenschaft des Menschen wurde durch den Übergang von Fell zu Haut begünstigt?,Welche Eigenschaft des Menschen wurde durch  Übergang von Fell zu Haut begünstigt?,0.9988
637,37737,Welches Material wurde zuerst für Kleidung benutzt?,Welches Material  zuerst für Kleidung benutzt?,0.99529046
638,37738,Welche Bedeutung hat die Entwicklung von Nähkunst in Bezug auf Kleidung?,Welche Bedeutung hat die Entwicklung von  in Bezug auf Kleidung?,0.9940424
639,37739,Wann wurden erstmals Schafe als Haustiere gehalten?,Wann wurden  Schafe als Haustiere gehalten?,0.99544656
640,37744,Welche Arten von frühen Verschlussmechanismen für Kleidung gab es?,Welche  von frühen Verschlussmechanismen für Kleidung gab es?,0.9966457
641,38332,Wer prägte den Begriff Wirkungsquantum?, prägte den Begriff Wirkungsquantum?,0.9785886
642,38333,Was wird in der Physik als Wirkung bezeichnet?,Was wird in der Physik als  bezeichnet?,0.9961032
643,38334,In welchem Jahr präsentierte Niels Bohr sein Atommodell erstmals?,In  Jahr präsentierte Niels Bohr sein Atommodell erstmals?,0.9740477
644,38335,Wer gilt als Begründer de Quantenmechanik?,Wer gilt  Begründer de Quantenmechanik?,0.99557513
645,38336,Zu welchem Modell wurde Bohrs Atommodell 1917 erweitert?,Zu welchem  wurde Bohrs Atommodell 1917 erweitert?,0.99677104
646,38337,Was ist Spin von teilchen?, ist Spin von teilchen?,0.97351587
647,38520,Wie heißt Straßburg im lokalen Dialekt?,Wie heißt Straßburg im lokalen ?,0.9883327
648,38521,Wo liegt Straßburg?,Wo  Straßburg?,0.99037117
649,38529,Wo hat der Europäische Gerichtshof für Menschenrechte seinen SItz?,Wo  der Europäische Gerichtshof für Menschenrechte seinen SItz?,0.9949367
650,38531,Welches europäische Gericht hat seinen Sitz in Straßburg?,Welches  Gericht hat seinen Sitz in Straßburg?,0.9967104
651,38533,Welhce Teile von Straßburg sind UNESCO-Weltkulturerbe?,Welhce  von Straßburg sind UNESCO-Weltkulturerbe?,0.98757565
652,38568,Wann wurde die Utrechter Union geschlossen?, wurde die Utrechter Union geschlossen?,0.9745499
653,38569,Welche Provinzen gehörten zur Republik der Vereinigten Niederlanden?,Welche Provinzen  zur Republik der Vereinigten Niederlanden?,0.98927546
654,38571,In welchen Bereichen wurde in der Republik der Vereinigten Niederlande auf Bundesebene entschieden?,In welchen Bereichen wurde in  Republik  Vereinigten Niederlande auf Bundesebene entschieden?,0.9987884
655,38572,War die Republik der Vereinigten Niederlande ein Zentralstaat?,War die  der Vereinigten Niederlande ein Zentralstaat?,0.99539024
656,38573,Wieso nahm Holland in den Vereinigten Provinzen eine Vormachtsstellung ein?,Wieso nahm Holland in den Vereinigten Provinzen eine  ein?,0.99147415
657,38574,Welche Provinz der Republik Vereinigten Niederlanden hatte den meisten Einfluss?,Welche  der Republik Vereinigten Niederlanden hatte den meisten Einfluss?,0.99445015
658,38575,Aus welcher Adelsfamilie stammte der Statthalter der Republik der Vereinigten Provinzen?,Aus welcher Adelsfamilie stammte der Statthalter der Republik der  Provinzen?,0.99864525
659,38576,Welcher Konflikt im Inland prägte die Republik der Vereinigten Provinzen?,Welcher Konflikt im  prägte die Republik der Vereinigten Provinzen?,0.9964161
660,38577,Ab wann war das Amt des Statthalters der Republik der Vereinigten Provinzen erblich?,Ab wann war das Amt des Statthalters der  der Vereinigten Provinzen erblich?,0.997726
661,38613,Wo wurde Chopin geboren?,Wo wurde Chopin ?,0.9753007
662,38614,Wann wurde Chopin getauft?,Wann wurde  getauft?,0.9932329
663,38615,Was ist Chopins Taufname?,Was ist  Taufname?,0.9883678
664,38616,Wann wurde Chopin geboren?,Wann  Chopin geboren?,0.9887672
