,id,questions,questions_perturbed,similarity_scores
515,41196,Wo hat Charles Darwin Belege für seine Theorie gesammelt?,Wo hat Charles Darwin Belege für  Theorie gesammelt?,0.99458
516,41351,Was war die ursprüngliche Religion der Slawen?, war die ursprüngliche Religion der Slawen?,0.975176
517,41352,Mit welchem Namen haben die Slawen den Gott genannt?,Mit welchem Namen  die Slawen den Gott genannt?,0.98814344
518,41353,Welche mythische Wesen wurden von den Slawen verehrt?,Welche mythische Wesen wurden  den Slawen verehrt?,0.9928592
519,41354,Was brachten die Slawen den Göttern zum Opfer?,Was brachten die  den Göttern zum Opfer?,0.98744327
520,41355,Was passiert mit der Seele nach dem Tod laut Slawen?,Was passiert mit  Seele nach dem Tod laut Slawen?,0.99164975
521,41360,Wer hat Tristan da Cunha in seinem Roman im Jahr 1838 ausführlich beschrieben?,Wer hat  da Cunha in seinem Roman im Jahr 1838 ausführlich beschrieben?,0.9937948
522,41361,"Wer hat einen Roman über Tristan da Cunha geschrieben, der denselben Namen wie diese Inselgruppe trägt?"," hat einen Roman über Tristan da Cunha geschrieben, der denselben Namen wie diese Inselgruppe trägt?",0.9945782
523,41362,In welchem Werk hat Jule Verne Tristan da Cunha dargestellt?,In  Werk hat Jule Verne Tristan da Cunha dargestellt?,0.98313665
524,42095,Wann hat der Österreichische Erbfolgekrieg stattgefunden?,Wann  der Österreichische Erbfolgekrieg stattgefunden?,0.98855495
525,42096,Was beendete den Österreichischen Erbfolgekrieg?,Was beendete den  Erbfolgekrieg?,0.9867966
526,42098,"Was hat Österreich versucht, um Schlesien zurückzugewinnen?","Was hat Österreich versucht, um  zurückzugewinnen?",0.96952593
527,42100,In welchem Jahr verschlechterte sich der britisch- französische Konflikt in Nordamerika?,In welchem  verschlechterte sich der britisch- französische Konflikt in Nordamerika?,0.9718535
528,42101,Wer wollte das Bündnis von Frankreich und Preußen  Mitte des 18.Jahrhundert vermeiden? ,Wer wollte das Bündnis von Frankreich und   Mitte des 18.Jahrhundert vermeiden? ,0.9905885
529,42102,Worum ging es im Vertrag von Sankt Petersburg zwischen Großbritannien und Russland?,Worum ging es im Vertrag von Sankt  zwischen Großbritannien und Russland?,0.9964027
530,42103,Wann hat Großbritannien die Westminister-Konvention mit Preußen geschlossen?,Wann hat Großbritannien  Westminister-Konvention mit Preußen geschlossen?,0.99498624
531,42104,Was hat die Westminister-Konvention von 1756 garantiert?,Was hat die Westminister-Konvention von  garantiert?,0.98713213
532,42105,An welchem Tag hat Großbritannien Frankreich 1756 den Krieg erklärt?,An welchem Tag hat Großbritannien Frankreich 1756 den  erklärt?,0.98217666
533,41206,Warum glühen erhitzte Körper zunächst rot?,Warum glühen erhitzte  zunächst rot?,0.9859644
534,41207,Welche Sinneszellen im menschlichen Auge sind für das Rotsehen verantwortlich?,Welche Sinneszellen im  Auge sind für das Rotsehen verantwortlich?,0.9961254
535,41394,Mit welcher Geschwindigkeit kann man Daten mithilfe eines USB-Sticks übertragen?,Mit welcher  kann man Daten mithilfe eines USB-Sticks übertragen?,0.9862989
536,41404,Welcher im 14.Jahrhundert angelegte künstliche See in Jaisalmer wurde von der Bevölkerung gepflegt? ,Welcher im 14.Jahrhundert angelegte künstliche See in Jaisalmer wurde von der  gepflegt? ,0.9957009
537,41405,Was war die Quelle des Trinkwassers in Jaisalmer?,Was war die Quelle des  in Jaisalmer?,0.964909
538,44008,Wie nennt man religiöse Stiftungen in Iran?, nennt man religiöse Stiftungen in Iran?,0.97659135
539,44009,Warum werden religiöse Stiftungen in Iran kritisiert?, werden religiöse Stiftungen in Iran kritisiert?,0.98438317
540,44010,In welchen Bereichen der Wirtschaft haben religiöse Stiftungen in Iran herrschende Stellung?,In welchen Bereichen der Wirtschaft haben religiöse  in Iran herrschende Stellung?,0.99574804
541,44011,Was sind die zwei größten religiösen Stiftungen in Iran?,Was sind die  größten religiösen Stiftungen in Iran?,0.9946984
542,41210,Wie ist der Achtfache Pfad im Buddhismus geteilt?,Wie ist  Achtfache Pfad im Buddhismus geteilt?,0.9903551
543,41209,Was ist das Kern der Lehre des Buddha?,Was ist das Kern der Lehre des ?,0.9747159
544,41396,Welche Wirkung können manche für die Munitionsproduktion eingesetzte Metalle haben?, Wirkung können manche für die Munitionsproduktion eingesetzte Metalle haben?,0.9932282
545,41397,Wie kann das Geschossmaterial der Natur schaden? ,Wie kann das Geschossmaterial  Natur schaden? ,0.9849309
546,41398,Warum wird die Verwendung von Blei in der Munition kritisiert?,Warum wird die  von Blei in der Munition kritisiert?,0.98097146
547,44097,Wo finden Vakuumkondensatoren ihre Anwendung?,Wo  Vakuumkondensatoren ihre Anwendung?,0.9835707
548,44098,Wann werden Vakuumkondensatoren eingesetzt?,Wann werden Vakuumkondensatoren ?,0.9810278
549,44100,Warum werden Glimmerkondensatoren für hohe Anforderungen eingesetzt?,Warum  Glimmerkondensatoren für hohe Anforderungen eingesetzt?,0.99144995
550,44102,Warum werden Schutzringkondensatoren gebaut?,Warum werden Schutzringkondensatoren ?,0.98411465
551,44104,Wie viele Schichten haben mehrlagige Leiterplatten?,Wie viele Schichten haben mehrlagige ?,0.98589987
552,40504,Was ist ein Kurzschluss?,Was ist  Kurzschluss?,0.9480122
553,40505,Wie entsteht ein Kurzschluss?,Wie entsteht ein ?,0.9338187
554,40508,Wie funktionieren Kurzschlusstests?,Wie funktionieren ?,0.8922992
555,36704,Als was bezeichnen die Demokraten bei Wahlen die im Ausland lebenden Wähler?,Als was bezeichnen die Demokraten bei Wahlen die im Ausland lebenden ?,0.99338233
556,37203,Was war das Grundprinzip von Alfred North Whiteheads Schaffen?,Was war das Grundprinzip von Alfred  Whiteheads Schaffen?,0.9974524
557,37206,Wie heißt das erste Werk von Whitehead im Bereich Naturphilosophie?,Wie heißt das erste Werk von Whitehead im  Naturphilosophie?,0.9942438
558,38579,Wo ist die Yale University?,Wo ist die Yale ?,0.9779749
559,38581,Welche ist die drittälteste Uni der USA?,Welche  die drittälteste Uni der USA?,0.988467
560,38583,Wessen Namen trägt die Yale University?,Wessen Namen trägt die Yale ?,0.9711827
561,38584,Welche Universität verfügt weltweit über das meiste Kapital?,Welche Universität verfügt weltweit über das meiste ?,0.98239875
562,38585,Was ist die Ivy League?,Was ist die  League?,0.95714295
563,38586,Seit wann gibt es die Association of American Universities?,Seit wann  es die Association of American Universities?,0.9691915
564,38587,Welches sind die drei wichtigsten Universitäten der USA?,Welches sind die  wichtigsten Universitäten der USA?,0.98583853
565,38588,Wie viele bücher hab es 2009 in den Bibliotheken von Yale?,Wie viele bücher hab es  in den Bibliotheken von Yale?,0.99285203
566,38589,Wie viele US-Präsidenten haben in Yale studiert?,Wie viele US-Präsidenten haben in  studiert?,0.98943603
567,40532,Was ist armenische Kunst?,Was ist armenische ?,0.97034216
568,37390,Wie sind Daten auf Laserdiscs gespeichert?,Wie sind Daten auf Laserdiscs ?,0.9832973
569,37515,Kann man eine Laserdisc als CD benutzen?,Kann  eine Laserdisc als CD benutzen?,0.988342
570,37516,Was bedeutet CAV bei Laserdiscs?,Was bedeutet  bei Laserdiscs?,0.92275685
571,37541,Welche Form der Erkenntnis steht dem Empirismus gegenüber?,Welche Form der Erkenntnis steht dem Empirismus ?,0.98923457
572,37544,Wieso lehnt Leibniz empirisches WIssen ab?, lehnt Leibniz empirisches WIssen ab?,0.98557234
573,37548,Wie wird nach Descartes Erkenntnis generiert?,Wie wird nach Descartes Erkenntnis ?,0.977408
574,37618,Wie ist das VErhältnis von Zonenzeit und Sonnenzeit?,Wie ist das VErhältnis  Zonenzeit und Sonnenzeit?,0.9897967
575,37621,Was ist die MEZ?,Was  die MEZ?,0.9719302
576,37632,Was ist die Sommerzeit?,Was ist  Sommerzeit?,0.98270136
577,37634,Was waren die Gründe für die Einführung der Sommerzeit?,Was waren  Gründe für  Einführung der Sommerzeit?,0.9878318
578,37637,Wieso galt in der Tschechoslowakei 1946 eine Winterzeit?,Wieso galt in  Tschechoslowakei 1946 eine Winterzeit?,0.9963114
579,37640,Was ist die Standardzeit?, ist die Standardzeit?,0.94313955
580,37606,Was ist die Sonnenzeit?,Was  die Sonnenzeit?,0.9728672
581,37609,Wann wurden die globalen Zeitzonen festgelegt?,Wann  die globalen Zeitzonen festgelegt?,0.9800553
582,37610,Wo wurde ein weltweites Zeitsystem festgelegt?,Wo wurde  weltweites Zeitsystem festgelegt?,0.98713064
583,37613,Was ist die Zonenzeit?,Was ist die ?,0.9075364
584,37614,Wie groß ist der Zeitunterschied zwischen den Zonenzeiten?,Wie groß  der Zeitunterschied zwischen den Zonenzeiten?,0.9926364
585,37722,Was war die erste Funktion von Hunden für den Menschen?,Was war die  Funktion von Hunden für den Menschen?,0.99180347
586,37723,von wem stammen Hunde ab?, wem stammen Hunde ab?,0.9658817
587,37724,Welche Eigenschaft benötigen Hunde für die Treibjagd?,Welche Eigenschaft benötigen  für die Treibjagd?,0.97626156
588,37725,Wozu wurden Dackel gezüchtet?,Wozu wurden Dackel ?,0.92666256
589,38381,Was trug bei der Kolonialisierung Amerikas durch die Europäer neben Krieg auch zur Ausschlöschung der indigenen Bevölkerung bei?,Was trug bei der Kolonialisierung Amerikas durch die Europäer neben  auch zur Ausschlöschung der indigenen Bevölkerung bei?,0.9957798
590,38490,Was wird heute in Bezug auf die Kolonisierung Amerikas als Mythos bezeichnet?,Was wird heute in Bezug auf die Kolonisierung  als Mythos bezeichnet?,0.99567056
591,38491,Auf wie viele Einwohner wird Mittelamerika zur Zeit der Kolonisierung durch die Europäer geschätzt?,Auf wie viele Einwohner wird Mittelamerika zur Zeit  Kolonisierung durch die Europäer geschätzt?,0.99664176
592,38492,Wer vernichtete die Azteken?, vernichtete die Azteken?,0.96017194
593,38493,Wie viele Soldaten hatte Hernan Cortes?,Wie  Soldaten hatte Hernan Cortes?,0.9834837
594,38494,Welche Hochkultur in Amerika hat Pizarro vernichtet?,Welche Hochkultur in Amerika  Pizarro vernichtet?,0.9880788
595,38495,Was ist der Vertrag von Tordesillas?,Was ist der  von Tordesillas?,0.9661557
596,38498,Wie wurden die Kinder indianischer Frauen mit europäsichen Kolonisatoren bezeichnet?,Wie wurden die Kinder indianischer Frauen mit europäsichen Kolonisatoren ?,0.9854523
597,38499,Welche Krankheiten grassierten in Nordamerika nach der Ankunft der Europäer?, Krankheiten grassierten in Nordamerika nach der Ankunft der Europäer?,0.98116183
598,38500,Wie viele Menschen sind in Amerika in der Kolonialzeit Schätzungen zufolgen an den Pocken gestorben?,Wie viele Menschen sind in Amerika in der Kolonialzeit Schätzungen zufolgen an  Pocken gestorben?,0.9988515
599,38501,Wieso waren die Krankheiten der Europäer für die indigene Bevölkerung in Amerika besonders schwerwiegend?,Wieso waren die Krankheiten der Europäer  die indigene Bevölkerung in Amerika besonders schwerwiegend?,0.9949901
600,38502,Wie sollen die Europäer absichtlich Pocken unter der indigenen Bevölkerung Amerikas verbreitet haben?,Wie sollen die Europäer absichtlich Pocken unter  indigenen Bevölkerung Amerikas verbreitet haben?,0.99763733
601,38503,Wann war die Schlacht von Mauvilla?, war die Schlacht von Mauvilla?,0.9722182
602,38504,Wie viele Seminolenkriege gab es?,Wie viele  gab es?,0.90221137
603,38505,Wann waren die Biberkriege?,Wann waren  Biberkriege?,0.9574842
604,38506,Wer führte die Apachen bis 1886 bei den Aufständen gegen die europäischen Siedler an?,Wer führte die Apachen bis 1886 bei den Aufständen gegen die europäischen  an?,0.9977756
605,38508,Wann war der Aufstand der Sioux?,Wann war der  der Sioux?,0.96151775
606,38509,Welches Massaker gegen die indianische Bevölkerung wurde 1890 begangen?,Welches Massaker gegen die indianische Bevölkerung  1890 begangen?,0.9931713
607,38553,Was ist das Zinkfingerprotein?,Was  das Zinkfingerprotein?,0.9680563
608,38556,Welche Enzyme benötigen Zink?,Welche  benötigen Zink?,0.95222056
609,38557,Wofür benötigt der Körper Zink?,Wofür benötigt  Körper Zink?,0.97255576
610,40480,In welcher Stadt steht das Alley Theatre,In welcher Stadt steht  Alley Theatre,0.99180436
611,37393,Was heißt Sowjet?,Was  Sowjet?,0.8836621
612,37396,Welche Verwaltungsebenen gab es in der Russischen Sowjetrepublik?, Verwaltungsebenen gab es in der Russischen Sowjetrepublik?,0.98075217
613,37397,Welche Institution sollte das Parlament in der Russischen Sowjetrepublik ersetzten?,Welche Institution sollte das Parlament in der  Sowjetrepublik ersetzten?,0.9964822
614,37399,Wer durfte laut der Räteordnung der Russischen Sozialistischen Föderativen Sowjetrepulik wählen?,Wer durfte laut  Räteordnung  Russischen Sozialistischen Föderativen Sowjetrepulik wählen?,0.9944141
615,37401,"Welches Prinzip führte Montesquieu in ""Vom Geist der Gesetze"" ein?","Welches Prinzip führte Montesquieu in ""Vom  der Gesetze"" ein?",0.99794793
616,37558,Was ist die empfohlene Tagesdosis für Zink?,Was ist die empfohlene Tagesdosis  Zink?,0.99367976
617,37560,Was sind die Folgen von zu viel Zink?,Was  die Folgen von zu viel Zink?,0.98343414
618,37566,Ab wie viel Gramm ist Zink giftig?,Ab wie viel Gramm  Zink giftig?,0.97802526
619,37567,Was ist Zinkfieber?, ist Zinkfieber?,0.96824616
620,37568,Kann Zink Durchfall auslösen?, Zink Durchfall auslösen?,0.9641246
621,37644,Was ist die Epiglottis?,Was ist die ?,0.90296876
622,37645,Wozu dient der Kehldeckel?, dient der Kehldeckel?,0.963659
623,37646,Was unterscheidet Säugetiere von andern TIeren?, unterscheidet Säugetiere von andern TIeren?,0.971148
624,37656,Was ist die Henle'sche Schleife?,Was ist die  Schleife?,0.9464668
625,37727,Welche Steuerungsmechanismen gibt es bei Aufzügen?,Welche  gibt es bei Aufzügen?,0.9671447
626,37728,Welche Bedienmöglichkeiten gibt es bei Aufzügen?,Welche Bedienmöglichkeiten gibt es  Aufzügen?,0.98325604
627,37729,Wo werden Gruppensammelsteuerungen von Aufzügen benutzt?,Wo werden  von Aufzügen benutzt?,0.96250594
628,37659,Wer verwaltet die Unis in Deutschland?, verwaltet die Unis in Deutschland?,0.96428007
629,37662,Wer ist Träger der Eidgenössischen Technischen Hochschule Zürich?,Wer ist Träger der  Technischen Hochschule Zürich?,0.9707979
630,37664,Wem unterstehen die Universitäten in der Schweiz?,Wem unterstehen die  in der Schweiz?,0.9853517
631,37665,Wie heißen die Lehrer an der Uni?,Wie heißen  Lehrer an der Uni?,0.9790294
632,37731,Was kann man laut Alexander Pashos aus Funden der Kleiderlaus schließen?,Was kann man  Alexander Pashos aus Funden der Kleiderlaus schließen?,0.98617846
633,37732,Welcher Zeitpunkt wurden anhand von Genanalysen für das Auftreten von Kleidung festgestellt?,Welcher Zeitpunkt wurden anhand von Genanalysen für  Auftreten von Kleidung festgestellt?,0.9977769
634,37733,Was ist die Fundstelle Neumark-Nord?,Was ist  Fundstelle Neumark-Nord?,0.9924645
635,37734,Was ist das Besondere an der Fundstelle Neumark-Nord?,Was ist das Besondere an der  Neumark-Nord?,0.9892266
636,37735,Welche Eigenschaft des Menschen wurde durch den Übergang von Fell zu Haut begünstigt?,Welche Eigenschaft des Menschen wurde durch  Übergang von Fell zu Haut begünstigt?,0.9977315
637,37737,Welches Material wurde zuerst für Kleidung benutzt?,Welches Material  zuerst für Kleidung benutzt?,0.9823638
638,37738,Welche Bedeutung hat die Entwicklung von Nähkunst in Bezug auf Kleidung?,Welche Bedeutung hat die Entwicklung von  in Bezug auf Kleidung?,0.9863711
639,37739,Wann wurden erstmals Schafe als Haustiere gehalten?,Wann wurden  Schafe als Haustiere gehalten?,0.98844767
640,37744,Welche Arten von frühen Verschlussmechanismen für Kleidung gab es?,Welche  von frühen Verschlussmechanismen für Kleidung gab es?,0.9889213
641,38332,Wer prägte den Begriff Wirkungsquantum?, prägte den Begriff Wirkungsquantum?,0.97141206
642,38333,Was wird in der Physik als Wirkung bezeichnet?,Was wird in der Physik als  bezeichnet?,0.9703534
643,38334,In welchem Jahr präsentierte Niels Bohr sein Atommodell erstmals?,In  Jahr präsentierte Niels Bohr sein Atommodell erstmals?,0.9809541
644,38335,Wer gilt als Begründer de Quantenmechanik?,Wer gilt  Begründer de Quantenmechanik?,0.9859838
645,38336,Zu welchem Modell wurde Bohrs Atommodell 1917 erweitert?,Zu welchem  wurde Bohrs Atommodell 1917 erweitert?,0.9861372
646,38337,Was ist Spin von teilchen?, ist Spin von teilchen?,0.97340465
647,38520,Wie heißt Straßburg im lokalen Dialekt?,Wie heißt Straßburg im lokalen ?,0.95121706
648,38521,Wo liegt Straßburg?,Wo  Straßburg?,0.95742816
649,38529,Wo hat der Europäische Gerichtshof für Menschenrechte seinen SItz?,Wo  der Europäische Gerichtshof für Menschenrechte seinen SItz?,0.9858213
650,38531,Welches europäische Gericht hat seinen Sitz in Straßburg?,Welches  Gericht hat seinen Sitz in Straßburg?,0.9903717
651,38533,Welhce Teile von Straßburg sind UNESCO-Weltkulturerbe?,Welhce  von Straßburg sind UNESCO-Weltkulturerbe?,0.9837004
652,38568,Wann wurde die Utrechter Union geschlossen?, wurde die Utrechter Union geschlossen?,0.9699056
653,38569,Welche Provinzen gehörten zur Republik der Vereinigten Niederlanden?,Welche Provinzen  zur Republik der Vereinigten Niederlanden?,0.98545426
654,38571,In welchen Bereichen wurde in der Republik der Vereinigten Niederlande auf Bundesebene entschieden?,In welchen Bereichen wurde in  Republik  Vereinigten Niederlande auf Bundesebene entschieden?,0.9924631
655,38572,War die Republik der Vereinigten Niederlande ein Zentralstaat?,War die  der Vereinigten Niederlande ein Zentralstaat?,0.990086
656,38573,Wieso nahm Holland in den Vereinigten Provinzen eine Vormachtsstellung ein?,Wieso nahm Holland in den Vereinigten Provinzen eine  ein?,0.97229725
657,38574,Welche Provinz der Republik Vereinigten Niederlanden hatte den meisten Einfluss?,Welche  der Republik Vereinigten Niederlanden hatte den meisten Einfluss?,0.98998886
658,38575,Aus welcher Adelsfamilie stammte der Statthalter der Republik der Vereinigten Provinzen?,Aus welcher Adelsfamilie stammte der Statthalter der Republik der  Provinzen?,0.9965226
659,38576,Welcher Konflikt im Inland prägte die Republik der Vereinigten Provinzen?,Welcher Konflikt im  prägte die Republik der Vereinigten Provinzen?,0.99090445
660,38577,Ab wann war das Amt des Statthalters der Republik der Vereinigten Provinzen erblich?,Ab wann war das Amt des Statthalters der  der Vereinigten Provinzen erblich?,0.99462783
661,38613,Wo wurde Chopin geboren?,Wo wurde Chopin ?,0.9524445
662,38614,Wann wurde Chopin getauft?,Wann wurde  getauft?,0.973354
663,38615,Was ist Chopins Taufname?,Was ist  Taufname?,0.94578844
664,38616,Wann wurde Chopin geboren?,Wann  Chopin geboren?,0.9824377
665,38618,"Was gilt als Grund dafür, dass für Chopin zwei unterschiedliche Geburtstage bekannt sind?","Was gilt als Grund dafür, dass für Chopin zwei  Geburtstage bekannt sind?",0.99711055
666,37671,Wann war Kanye West Yeezus-Tour?,Wann war Kanye West -Tour?,0.97737855
667,37672,Mit wem hat Kanye West für sein Album Yeezus kooperiert?,Mit  hat Kanye West für sein Album Yeezus kooperiert?,0.9863857
668,37673,Für welches Lied ließ Kanye West öffentlich Videos an Wände projizieren?,Für welches  ließ Kanye West öffentlich Videos an Wände projizieren?,0.98426414
669,37675,Was heißt Yeezus?,Was  Yeezus?,0.94918644
670,37678,Welche Platzierung nahm West Album Yeezus auf den Billboard 200 ein?,Welche  nahm West Album Yeezus auf den Billboard 200 ein?,0.9838822
671,37682,Wie heißt Kanye West 7. Album?,Wie heißt Kanye West 7. ?,0.97233003
672,37683,"Wann erschien ""The Life of Pablo""?"," erschien ""The Life of Pablo""?",0.9830324
673,37686,Mit was stellte The Life of Pablo einen Rekord auf?,Mit was stellte The  of Pablo einen Rekord auf?,0.9970102
674,37691,Wodurch fand Kanye West Song Famous in den Medien große Beachtung?,Wodurch fand Kanye West Song Famous in den Medien große ?,0.98908085
675,37700,Mit welcher Tour war Kanye West Ende 2016 unterwegs?,Mit welcher Tour war Kanye West  2016 unterwegs?,0.99558127
676,37702,Wieso kam Kanye West nach dem Tourabbruch 2016 ins Krankenhaus? ,Wieso kam Kanye West nach dem  2016 ins Krankenhaus? ,0.98962176
677,37704,Was hat Kanye West Psychose ausgelöst?,Was hat Kanye West Psychose ?,0.9778298
678,38338,Wo liegt Palermo?,Wo  Palermo?,0.9349395
679,38339,Wie hoch ist der Monte Pellegrino?, hoch ist der Monte Pellegrino?,0.9805683
680,38340,Was heißt Conca d'Oro?,Was  Conca d'Oro?,0.96867865
681,38341,Wieso wird die Gegend um Palermo Goldenes Becken genannt?,Wieso  die Gegend um Palermo Goldenes Becken genannt?,0.9875469
682,38342,Wie viele Menschen leben in der Metropolregion Palermo?,Wie viele Menschen leben in der  Palermo?,0.98449975
683,38343,wie viele Bezirke gibt es in Palermo?,wie viele  gibt es in Palermo?,0.98368573
684,38534,Wie heißt die Sammlung von Hirtengedichten von Vergil?,Wie  die Sammlung von Hirtengedichten von Vergil?,0.946834
685,38535,Wie werden die Eklogen von Vergil auch genannt?, werden die Eklogen von Vergil auch genannt?,0.98025495
686,38536,Wann hat Vergil die Eklogen geschrieben?,Wann hat  die Eklogen geschrieben?,0.97407603
687,38540,Welches politische Ereignis wird in der ersten Ekloge von Vergil aufgegriffen?,Welches politische Ereignis wird in der ersten Ekloge von  aufgegriffen?,0.9919508
688,41078,Wieso ist die Deutsche Bahn von der EEG-Umlage ausgenommen?,Wieso ist die Deutsche Bahn von  EEG-Umlage ausgenommen?,0.99545646
689,41079,"Wie groß ist die EEG-Umlage, die die Deutsche Bahn bezahlt?","Wie groß ist die EEG-Umlage, die die Deutsche Bahn ?",0.98522925
690,41231,Wozu werden in Datenbanken auch die Zugriffe der Benutzer gespeichert?,Wozu werden in Datenbanken auch die  der Benutzer gespeichert?,0.9839744
691,41232,Durch was werden die Bestandsdaten in Datenbanken gesichert?, was werden die Bestandsdaten in Datenbanken gesichert?,0.97815573
692,41233,Wieso schränkt ein Backup die Arbeit mit einer Datenbank ein?,Wieso schränkt ein Backup die Arbeit mit einer  ein?,0.9920639
693,41234,Welche Informationen werden in Datenbanken neben den eigentlichen Einträgen auch gespeichert?,Welche Informationen werden in Datenbanken neben  eigentlichen Einträgen auch gespeichert?,0.9958474
694,40564,Wo lag das Königreich Vijayanagar?,Wo  das Königreich Vijayanagar?,0.9835442
695,40565,Was heißt Vijayanagar?,Was  Vijayanagar?,0.9228243
696,40566,Bis wann bestand das Königreich Vijayanagar in Indien?,Bis wann bestand das Königreich Vijayanagar in ?,0.99106544
697,40567,Nach wem war das Königreich Vijayanagar benannt?,Nach wem war  Königreich Vijayanagar benannt?,0.99653935
698,40568,Wer war für den Untergang von Vijayanagar verantwortlich?,Wer  für den Untergang von Vijayanagar verantwortlich?,0.99366814
699,40569,Wer gründete das Vijayanagar-Königreich?,Wer gründete das -Königreich?,0.9022741
700,38631,Wann wurde der ägyptische König Faruk abgesetzt?,Wann wurde  ägyptische König Faruk abgesetzt?,0.99462885
701,38632,Wann ist der nationalfeiertag in Ägypten?,Wann ist der  in Ägypten?,0.9401541
702,38633,Wer setzte den ägyptischen König 1952 ab?,Wer setzte den ägyptischen König  ab?,0.98686
703,38634,Wer prägte die Republik Ägypten in ihrer Entstehungszeit?,Wer  die Republik Ägypten in ihrer Entstehungszeit?,0.96875036
704,38635,Wer führte die Revolution in Ägypten an?,Wer führte die  in Ägypten an?,0.9786655
705,38636,Was ist die Sueskrise?,Was  die Sueskrise?,0.9675948
706,38637,Seit wann dürfen Frauen in Ägypten wählen?,Seit wann dürfen Frauen in Ägypten ?,0.9924676
707,38638,Welcher Unterschied im Wahlrecht bestand in Ägypten zwischen Männern und Frauen bis 1979?,Welcher Unterschied im Wahlrecht bestand in Ägypten zwischen Männern  Frauen bis 1979?,0.99320513
708,38639,"Welcher Vereinigung, die bis 1961 bestand, gehörte Ägypten an?","Welcher Vereinigung, die bis  bestand, gehörte Ägypten an?",0.99298835
709,38640,Wann war der Sechstagekrieg?,Wann war der ?,0.8684432
710,38684,An welchem Krieg war Ägypten 1973 beteiligt?,An welchem Krieg war  1973 beteiligt?,0.97960293
711,38685,Wann schlossen Ägypten und Israel einen Friedensvertrag?,Wann schlossen Ägypten  Israel einen Friedensvertrag?,0.98591286
712,41080,Was kennzeichnet die boreale Zone in den USA?,Was kennzeichnet die boreale Zone in den ?,0.9886408
713,41081,Was bildet sich auf sandigen Böden in Fichtenwäldern?,Was bildet sich auf sandigen  in Fichtenwäldern?,0.9850157
714,41083,Aus welchen Böden entsteht Braunerde?,Aus welchen Böden entsteht ?,0.9238448
715,41084,Auf welchem Boden bildet sich Parabraunerde?,Auf welchem  bildet sich Parabraunerde?,0.9753279
716,41085,Bei welchen pH-Werten findet Lessivierung statt?,Bei welchen pH- findet Lessivierung statt?,0.9822065
717,41086,Welche Bodentypen sind in den USA in subtropischen Wäldern zu finden?,Welche Bodentypen sind in  USA in subtropischen Wäldern zu finden?,0.9986884
718,41088,Welcher Bodentyp ist in Florida verbreitet?, Bodentyp ist in Florida verbreitet?,0.97490543
719,41089,Welcher Bodentyp ist im Mississippi-Delta zu finden?,Welcher Bodentyp  im Mississippi-Delta zu finden?,0.9885412
720,41235,Welcher Religion gehören in der Republik Kongo die meisten Menschen an?,Welcher Religion gehören in der Republik Kongo die  Menschen an?,0.9884541
721,41236,Wie viele Menschen in der Republik Kongo sind katholisch?,Wie viele Menschen in  Republik Kongo sind katholisch?,0.9961588
722,41237,Wie viel Prozent der Menschen in der Republik Kongo gehören keiner Religion an?,Wie viel Prozent der Menschen in der Republik  gehören keiner Religion an?,0.99411637
723,41238,Welche Religion ist in der Republik Kongo mit einem Anteil von unter 2 Prozent vertreten?,Welche Religion ist in der Republik Kongo mit einem Anteil  unter 2 Prozent vertreten?,0.9989655
724,41422,An welchen Gott erinnerte Diokletian mit seinem selbstgewählten Namen?,An welchen Gott erinnerte Diokletian mit seinem  Namen?,0.99155116
725,41423,"Wie lautete der Name, den Diokletian für sich selbst wählte?","Wie lautete der Name, den  für sich selbst wählte?",0.97855735
726,41424,Welche religiösen Traditionen wurden unter Diokletian gefördert?, religiösen Traditionen wurden unter Diokletian gefördert?,0.9766389
727,41425,Wieso waren die frühen Christen im Römischen Reich Verfolgung ausgesetzt?,Wieso waren die frühen Christen im Römischen  Verfolgung ausgesetzt?,0.99210805
728,41426,Welcher römische Kaiser erließ das Toleranzedikt?,Welcher römische  erließ das Toleranzedikt?,0.9869152
729,41427,Welcher Vorteil bot sich durch die Annahme des Christentums für die römischen Kaiser?,Welcher Vorteil  sich durch die Annahme des Christentums für die römischen Kaiser?,0.9907795
730,41428,Ab wann war im Römischen Reich die freie Ausübung aller Religionen erlaubt?,Ab wann war im Römischen Reich die freie  aller Religionen erlaubt?,0.9942468
731,41429,Wann wurde die christliche Religion zur Staatsreligion im Römischen Reich?,Wann wurde die  Religion zur Staatsreligion im Römischen Reich?,0.99693865
732,41430,Welche Zeit gilt als Hochzeit der Auseinandersetzungen zwischen Christentum und traditionellen Götterkulten im Römischen Reich?,Welche Zeit gilt als Hochzeit  Auseinandersetzungen zwischen Christentum und traditionellen Götterkulten im Römischen Reich?,0.99549717
733,41431,Um den Altar welcher Göttin kam es im 4. Jhd im römischen Senat zum Streit?,Um den Altar welcher Göttin  es im 4. Jhd im römischen Senat zum Streit?,0.99008787
734,41433,Welcher Papst ließ um 600 n.Chr. Sardinien missionieren?,Welcher Papst  um 600 n.Chr. Sardinien missionieren?,0.98857087
735,41434,"Welcher römische Kaiser befahl, dass alle Kinder getauft werden sollen?","Welcher römische Kaiser befahl,  alle Kinder getauft werden sollen?",0.9903224
736,41474,Welcher Wissenschaftler wird in Hannover im Georgengarten mit einem  Denkmal geehrt?,Welcher Wissenschaftler wird in Hannover im Georgengarten mit einem  Denkmal ?,0.9859229
