,id,questions,questions_perturbed,similarity_scores
498,40433,Was macht der Berstwiderstand beim Papier?,Was macht  Berstwiderstand beim Papier?,0.97730833
499,40434,Wie wird der Berstwiderstand beim Papier gemessen?,Wie wird der  beim Papier gemessen?,0.9181093
500,40435,Was ist unter dem Spaltwiderstand beim Papier gemeint?,Was ist unter  Spaltwiderstand beim Papier gemeint?,0.9849182
501,38836,Wie werden intensive Grüntöne bezeichnet?,Wie werden intensive Grüntöne ?,0.8072998
502,41188,Wie viel Prozent der Bevölkerung sprechen Deutsch als Muttersprache?,Wie viel Prozent der Bevölkerung  Deutsch als Muttersprache?,0.97274375
503,41189,Was ist die gesprochene Umgangssprache in Bern?,Was ist die  Umgangssprache in Bern?,0.9805538
504,41190,Was ist eine der Besonderheiten des Berndeutsches?,Was ist eine  Besonderheiten des Berndeutsches?,0.94372976
505,40405,Wodurch zeichnen sich Chloroplasten und Mitochondrien aus?,Wodurch zeichnen sich  und Mitochondrien aus?,0.9392796
506,40471,Wo liegt San Diego?,Wo liegt San ?,0.81166923
507,40472,Was grenzt an Westen von San Diego?,Was  an Westen von San Diego?,0.89398164
508,40473,Was grenzt an Osten von San Diego?,Was grenzt an Osten von  Diego?,0.9476064
509,40474,In wie viele Teile wird San Diego geteilt?,In wie viele Teile  San Diego geteilt?,0.93627775
510,40475,Was ist der höchste Punkt San Diegos?,Was ist der höchste Punkt San ?,0.8748744
511,40476,Welchen Fluss gibt es in San Diego?,Welchen  gibt es in San Diego?,0.8179321
512,41193,Was ist das Hauptwerk von Charles Darwin?,Was ist das Hauptwerk von  Darwin?,0.96913594
513,41194,"Wann wurde ""Über die Entstehung der Arten"" veröffentlicht?","Wann  ""Über die Entstehung der Arten"" veröffentlicht?",0.97064257
514,41195,Was hat Charles Darwin in seinem Hauptwerk bewiesen?,Was hat  Darwin in seinem Hauptwerk bewiesen?,0.96316487
515,41196,Wo hat Charles Darwin Belege für seine Theorie gesammelt?,Wo hat Charles Darwin Belege für  Theorie gesammelt?,0.98079777
516,41351,Was war die ursprüngliche Religion der Slawen?, war die ursprüngliche Religion der Slawen?,0.94295144
517,41352,Mit welchem Namen haben die Slawen den Gott genannt?,Mit welchem Namen  die Slawen den Gott genannt?,0.9443405
518,41353,Welche mythische Wesen wurden von den Slawen verehrt?,Welche mythische Wesen wurden  den Slawen verehrt?,0.9824244
519,41354,Was brachten die Slawen den Göttern zum Opfer?,Was brachten die  den Göttern zum Opfer?,0.92169005
520,41355,Was passiert mit der Seele nach dem Tod laut Slawen?,Was passiert mit  Seele nach dem Tod laut Slawen?,0.98973095
521,41360,Wer hat Tristan da Cunha in seinem Roman im Jahr 1838 ausführlich beschrieben?,Wer hat  da Cunha in seinem Roman im Jahr 1838 ausführlich beschrieben?,0.9789115
522,41361,"Wer hat einen Roman über Tristan da Cunha geschrieben, der denselben Namen wie diese Inselgruppe trägt?"," hat einen Roman über Tristan da Cunha geschrieben, der denselben Namen wie diese Inselgruppe trägt?",0.97022873
523,41362,In welchem Werk hat Jule Verne Tristan da Cunha dargestellt?,In  Werk hat Jule Verne Tristan da Cunha dargestellt?,0.9542409
524,42095,Wann hat der Österreichische Erbfolgekrieg stattgefunden?,Wann  der Österreichische Erbfolgekrieg stattgefunden?,0.9763705
525,42096,Was beendete den Österreichischen Erbfolgekrieg?,Was beendete den  Erbfolgekrieg?,0.90371007
526,42098,"Was hat Österreich versucht, um Schlesien zurückzugewinnen?","Was hat Österreich versucht, um  zurückzugewinnen?",0.9401191
527,42100,In welchem Jahr verschlechterte sich der britisch- französische Konflikt in Nordamerika?,In welchem  verschlechterte sich der britisch- französische Konflikt in Nordamerika?,0.93837684
528,42101,Wer wollte das Bündnis von Frankreich und Preußen  Mitte des 18.Jahrhundert vermeiden? ,Wer wollte das Bündnis von Frankreich und   Mitte des 18.Jahrhundert vermeiden? ,0.9832997
529,42102,Worum ging es im Vertrag von Sankt Petersburg zwischen Großbritannien und Russland?,Worum ging es im Vertrag von Sankt  zwischen Großbritannien und Russland?,0.95989805
530,42103,Wann hat Großbritannien die Westminister-Konvention mit Preußen geschlossen?,Wann hat Großbritannien  Westminister-Konvention mit Preußen geschlossen?,0.98707384
531,42104,Was hat die Westminister-Konvention von 1756 garantiert?,Was hat die Westminister-Konvention von  garantiert?,0.9232566
532,42105,An welchem Tag hat Großbritannien Frankreich 1756 den Krieg erklärt?,An welchem Tag hat Großbritannien Frankreich 1756 den  erklärt?,0.9513119
533,41206,Warum glühen erhitzte Körper zunächst rot?,Warum glühen erhitzte  zunächst rot?,0.9562604
534,41207,Welche Sinneszellen im menschlichen Auge sind für das Rotsehen verantwortlich?,Welche Sinneszellen im  Auge sind für das Rotsehen verantwortlich?,0.974933
535,41394,Mit welcher Geschwindigkeit kann man Daten mithilfe eines USB-Sticks übertragen?,Mit welcher  kann man Daten mithilfe eines USB-Sticks übertragen?,0.90535766
536,41404,Welcher im 14.Jahrhundert angelegte künstliche See in Jaisalmer wurde von der Bevölkerung gepflegt? ,Welcher im 14.Jahrhundert angelegte künstliche See in Jaisalmer wurde von der  gepflegt? ,0.9870074
537,41405,Was war die Quelle des Trinkwassers in Jaisalmer?,Was war die Quelle des  in Jaisalmer?,0.9118502
538,44008,Wie nennt man religiöse Stiftungen in Iran?, nennt man religiöse Stiftungen in Iran?,0.9441731
539,44009,Warum werden religiöse Stiftungen in Iran kritisiert?, werden religiöse Stiftungen in Iran kritisiert?,0.91233414
540,44010,In welchen Bereichen der Wirtschaft haben religiöse Stiftungen in Iran herrschende Stellung?,In welchen Bereichen der Wirtschaft haben religiöse  in Iran herrschende Stellung?,0.97059345
541,44011,Was sind die zwei größten religiösen Stiftungen in Iran?,Was sind die  größten religiösen Stiftungen in Iran?,0.90660334
542,41210,Wie ist der Achtfache Pfad im Buddhismus geteilt?,Wie ist  Achtfache Pfad im Buddhismus geteilt?,0.9860938
543,41209,Was ist das Kern der Lehre des Buddha?,Was ist das Kern der Lehre des ?,0.80845594
544,41396,Welche Wirkung können manche für die Munitionsproduktion eingesetzte Metalle haben?, Wirkung können manche für die Munitionsproduktion eingesetzte Metalle haben?,0.9575308
545,41397,Wie kann das Geschossmaterial der Natur schaden? ,Wie kann das Geschossmaterial  Natur schaden? ,0.96558195
546,41398,Warum wird die Verwendung von Blei in der Munition kritisiert?,Warum wird die  von Blei in der Munition kritisiert?,0.9538908
547,44097,Wo finden Vakuumkondensatoren ihre Anwendung?,Wo  Vakuumkondensatoren ihre Anwendung?,0.92047256
548,44098,Wann werden Vakuumkondensatoren eingesetzt?,Wann werden Vakuumkondensatoren ?,0.9297169
549,44100,Warum werden Glimmerkondensatoren für hohe Anforderungen eingesetzt?,Warum  Glimmerkondensatoren für hohe Anforderungen eingesetzt?,0.95602655
550,44102,Warum werden Schutzringkondensatoren gebaut?,Warum werden Schutzringkondensatoren ?,0.9394892
551,44104,Wie viele Schichten haben mehrlagige Leiterplatten?,Wie viele Schichten haben mehrlagige ?,0.88354343
552,40504,Was ist ein Kurzschluss?,Was ist  Kurzschluss?,0.94410133
553,40505,Wie entsteht ein Kurzschluss?,Wie entsteht ein ?,0.6868524
554,40508,Wie funktionieren Kurzschlusstests?,Wie funktionieren ?,0.64339715
555,36704,Als was bezeichnen die Demokraten bei Wahlen die im Ausland lebenden Wähler?,Als was bezeichnen die Demokraten bei Wahlen die im Ausland lebenden ?,0.97250164
556,37203,Was war das Grundprinzip von Alfred North Whiteheads Schaffen?,Was war das Grundprinzip von Alfred  Whiteheads Schaffen?,0.9876966
557,37206,Wie heißt das erste Werk von Whitehead im Bereich Naturphilosophie?,Wie heißt das erste Werk von Whitehead im  Naturphilosophie?,0.97903323
558,38579,Wo ist die Yale University?,Wo ist die Yale ?,0.9139284
559,38581,Welche ist die drittälteste Uni der USA?,Welche  die drittälteste Uni der USA?,0.98401386
560,38583,Wessen Namen trägt die Yale University?,Wessen Namen trägt die Yale ?,0.93599755
561,38584,Welche Universität verfügt weltweit über das meiste Kapital?,Welche Universität verfügt weltweit über das meiste ?,0.95056355
562,38585,Was ist die Ivy League?,Was ist die  League?,0.7078159
563,38586,Seit wann gibt es die Association of American Universities?,Seit wann  es die Association of American Universities?,0.96915394
564,38587,Welches sind die drei wichtigsten Universitäten der USA?,Welches sind die  wichtigsten Universitäten der USA?,0.9170686
565,38588,Wie viele bücher hab es 2009 in den Bibliotheken von Yale?,Wie viele bücher hab es  in den Bibliotheken von Yale?,0.9189298
566,38589,Wie viele US-Präsidenten haben in Yale studiert?,Wie viele US-Präsidenten haben in  studiert?,0.94387645
567,40532,Was ist armenische Kunst?,Was ist armenische ?,0.8639461
568,37390,Wie sind Daten auf Laserdiscs gespeichert?,Wie sind Daten auf Laserdiscs ?,0.950984
569,37515,Kann man eine Laserdisc als CD benutzen?,Kann  eine Laserdisc als CD benutzen?,0.981635
570,37516,Was bedeutet CAV bei Laserdiscs?,Was bedeutet  bei Laserdiscs?,0.82648265
571,37541,Welche Form der Erkenntnis steht dem Empirismus gegenüber?,Welche Form der Erkenntnis steht dem Empirismus ?,0.96748173
572,37544,Wieso lehnt Leibniz empirisches WIssen ab?, lehnt Leibniz empirisches WIssen ab?,0.94320136
573,37548,Wie wird nach Descartes Erkenntnis generiert?,Wie wird nach Descartes Erkenntnis ?,0.93969244
574,37618,Wie ist das VErhältnis von Zonenzeit und Sonnenzeit?,Wie ist das VErhältnis  Zonenzeit und Sonnenzeit?,0.984378
575,37621,Was ist die MEZ?,Was  die MEZ?,0.93200135
576,37632,Was ist die Sommerzeit?,Was ist  Sommerzeit?,0.9802796
577,37634,Was waren die Gründe für die Einführung der Sommerzeit?,Was waren  Gründe für  Einführung der Sommerzeit?,0.9835153
578,37637,Wieso galt in der Tschechoslowakei 1946 eine Winterzeit?,Wieso galt in  Tschechoslowakei 1946 eine Winterzeit?,0.9934578
579,37640,Was ist die Standardzeit?, ist die Standardzeit?,0.9172226
580,37606,Was ist die Sonnenzeit?,Was  die Sonnenzeit?,0.9469866
581,37609,Wann wurden die globalen Zeitzonen festgelegt?,Wann  die globalen Zeitzonen festgelegt?,0.96325624
582,37610,Wo wurde ein weltweites Zeitsystem festgelegt?,Wo wurde  weltweites Zeitsystem festgelegt?,0.98157704
583,37613,Was ist die Zonenzeit?,Was ist die ?,0.7410526
584,37614,Wie groß ist der Zeitunterschied zwischen den Zonenzeiten?,Wie groß  der Zeitunterschied zwischen den Zonenzeiten?,0.9792498
585,37722,Was war die erste Funktion von Hunden für den Menschen?,Was war die  Funktion von Hunden für den Menschen?,0.9107768
586,37723,von wem stammen Hunde ab?, wem stammen Hunde ab?,0.9634036
587,37724,Welche Eigenschaft benötigen Hunde für die Treibjagd?,Welche Eigenschaft benötigen  für die Treibjagd?,0.8999692
588,37725,Wozu wurden Dackel gezüchtet?,Wozu wurden Dackel ?,0.8565052
589,38381,Was trug bei der Kolonialisierung Amerikas durch die Europäer neben Krieg auch zur Ausschlöschung der indigenen Bevölkerung bei?,Was trug bei der Kolonialisierung Amerikas durch die Europäer neben  auch zur Ausschlöschung der indigenen Bevölkerung bei?,0.9871065
590,38490,Was wird heute in Bezug auf die Kolonisierung Amerikas als Mythos bezeichnet?,Was wird heute in Bezug auf die Kolonisierung  als Mythos bezeichnet?,0.967888
591,38491,Auf wie viele Einwohner wird Mittelamerika zur Zeit der Kolonisierung durch die Europäer geschätzt?,Auf wie viele Einwohner wird Mittelamerika zur Zeit  Kolonisierung durch die Europäer geschätzt?,0.9934277
592,38492,Wer vernichtete die Azteken?, vernichtete die Azteken?,0.8641473
593,38493,Wie viele Soldaten hatte Hernan Cortes?,Wie  Soldaten hatte Hernan Cortes?,0.8947532
594,38494,Welche Hochkultur in Amerika hat Pizarro vernichtet?,Welche Hochkultur in Amerika  Pizarro vernichtet?,0.9586335
595,38495,Was ist der Vertrag von Tordesillas?,Was ist der  von Tordesillas?,0.7779406
596,38498,Wie wurden die Kinder indianischer Frauen mit europäsichen Kolonisatoren bezeichnet?,Wie wurden die Kinder indianischer Frauen mit europäsichen Kolonisatoren ?,0.9490266
597,38499,Welche Krankheiten grassierten in Nordamerika nach der Ankunft der Europäer?, Krankheiten grassierten in Nordamerika nach der Ankunft der Europäer?,0.92789215
598,38500,Wie viele Menschen sind in Amerika in der Kolonialzeit Schätzungen zufolgen an den Pocken gestorben?,Wie viele Menschen sind in Amerika in der Kolonialzeit Schätzungen zufolgen an  Pocken gestorben?,0.9977797
599,38501,Wieso waren die Krankheiten der Europäer für die indigene Bevölkerung in Amerika besonders schwerwiegend?,Wieso waren die Krankheiten der Europäer  die indigene Bevölkerung in Amerika besonders schwerwiegend?,0.99335974
600,38502,Wie sollen die Europäer absichtlich Pocken unter der indigenen Bevölkerung Amerikas verbreitet haben?,Wie sollen die Europäer absichtlich Pocken unter  indigenen Bevölkerung Amerikas verbreitet haben?,0.99612564
601,38503,Wann war die Schlacht von Mauvilla?, war die Schlacht von Mauvilla?,0.87748206
602,38504,Wie viele Seminolenkriege gab es?,Wie viele  gab es?,0.75181055
603,38505,Wann waren die Biberkriege?,Wann waren  Biberkriege?,0.97506475
604,38506,Wer führte die Apachen bis 1886 bei den Aufständen gegen die europäischen Siedler an?,Wer führte die Apachen bis 1886 bei den Aufständen gegen die europäischen  an?,0.98504955
605,38508,Wann war der Aufstand der Sioux?,Wann war der  der Sioux?,0.8954179
606,38509,Welches Massaker gegen die indianische Bevölkerung wurde 1890 begangen?,Welches Massaker gegen die indianische Bevölkerung  1890 begangen?,0.97523975
607,38553,Was ist das Zinkfingerprotein?,Was  das Zinkfingerprotein?,0.9712451
608,38556,Welche Enzyme benötigen Zink?,Welche  benötigen Zink?,0.88425803
609,38557,Wofür benötigt der Körper Zink?,Wofür benötigt  Körper Zink?,0.9686767
610,40480,In welcher Stadt steht das Alley Theatre,In welcher Stadt steht  Alley Theatre,0.9797647
611,37393,Was heißt Sowjet?,Was  Sowjet?,0.8202194
612,37396,Welche Verwaltungsebenen gab es in der Russischen Sowjetrepublik?, Verwaltungsebenen gab es in der Russischen Sowjetrepublik?,0.96199006
613,37397,Welche Institution sollte das Parlament in der Russischen Sowjetrepublik ersetzten?,Welche Institution sollte das Parlament in der  Sowjetrepublik ersetzten?,0.9736216
614,37399,Wer durfte laut der Räteordnung der Russischen Sozialistischen Föderativen Sowjetrepulik wählen?,Wer durfte laut  Räteordnung  Russischen Sozialistischen Föderativen Sowjetrepulik wählen?,0.9916606
615,37401,"Welches Prinzip führte Montesquieu in ""Vom Geist der Gesetze"" ein?","Welches Prinzip führte Montesquieu in ""Vom  der Gesetze"" ein?",0.98738307
616,37558,Was ist die empfohlene Tagesdosis für Zink?,Was ist die empfohlene Tagesdosis  Zink?,0.93339247
617,37560,Was sind die Folgen von zu viel Zink?,Was  die Folgen von zu viel Zink?,0.97456795
618,37566,Ab wie viel Gramm ist Zink giftig?,Ab wie viel Gramm  Zink giftig?,0.9501967
619,37567,Was ist Zinkfieber?, ist Zinkfieber?,0.8962084
620,37568,Kann Zink Durchfall auslösen?, Zink Durchfall auslösen?,0.901686
621,37644,Was ist die Epiglottis?,Was ist die ?,0.757607
622,37645,Wozu dient der Kehldeckel?, dient der Kehldeckel?,0.88680655
623,37646,Was unterscheidet Säugetiere von andern TIeren?, unterscheidet Säugetiere von andern TIeren?,0.92050415
624,37656,Was ist die Henle'sche Schleife?,Was ist die  Schleife?,0.8029578
625,37727,Welche Steuerungsmechanismen gibt es bei Aufzügen?,Welche  gibt es bei Aufzügen?,0.8407531
626,37728,Welche Bedienmöglichkeiten gibt es bei Aufzügen?,Welche Bedienmöglichkeiten gibt es  Aufzügen?,0.95403755
627,37729,Wo werden Gruppensammelsteuerungen von Aufzügen benutzt?,Wo werden  von Aufzügen benutzt?,0.8719412
628,37659,Wer verwaltet die Unis in Deutschland?, verwaltet die Unis in Deutschland?,0.8864757
629,37662,Wer ist Träger der Eidgenössischen Technischen Hochschule Zürich?,Wer ist Träger der  Technischen Hochschule Zürich?,0.9604329
630,37664,Wem unterstehen die Universitäten in der Schweiz?,Wem unterstehen die  in der Schweiz?,0.9109138
631,37665,Wie heißen die Lehrer an der Uni?,Wie heißen  Lehrer an der Uni?,0.9294817
632,37731,Was kann man laut Alexander Pashos aus Funden der Kleiderlaus schließen?,Was kann man  Alexander Pashos aus Funden der Kleiderlaus schließen?,0.9423514
633,37732,Welcher Zeitpunkt wurden anhand von Genanalysen für das Auftreten von Kleidung festgestellt?,Welcher Zeitpunkt wurden anhand von Genanalysen für  Auftreten von Kleidung festgestellt?,0.995739
634,37733,Was ist die Fundstelle Neumark-Nord?,Was ist  Fundstelle Neumark-Nord?,0.9870966
635,37734,Was ist das Besondere an der Fundstelle Neumark-Nord?,Was ist das Besondere an der  Neumark-Nord?,0.95730186
636,37735,Welche Eigenschaft des Menschen wurde durch den Übergang von Fell zu Haut begünstigt?,Welche Eigenschaft des Menschen wurde durch  Übergang von Fell zu Haut begünstigt?,0.99750674
637,37737,Welches Material wurde zuerst für Kleidung benutzt?,Welches Material  zuerst für Kleidung benutzt?,0.98147607
638,37738,Welche Bedeutung hat die Entwicklung von Nähkunst in Bezug auf Kleidung?,Welche Bedeutung hat die Entwicklung von  in Bezug auf Kleidung?,0.9004806
639,37739,Wann wurden erstmals Schafe als Haustiere gehalten?,Wann wurden  Schafe als Haustiere gehalten?,0.93600875
640,37744,Welche Arten von frühen Verschlussmechanismen für Kleidung gab es?,Welche  von frühen Verschlussmechanismen für Kleidung gab es?,0.9518133
641,38332,Wer prägte den Begriff Wirkungsquantum?, prägte den Begriff Wirkungsquantum?,0.924119
642,38333,Was wird in der Physik als Wirkung bezeichnet?,Was wird in der Physik als  bezeichnet?,0.89247596
643,38334,In welchem Jahr präsentierte Niels Bohr sein Atommodell erstmals?,In  Jahr präsentierte Niels Bohr sein Atommodell erstmals?,0.9603193
644,38335,Wer gilt als Begründer de Quantenmechanik?,Wer gilt  Begründer de Quantenmechanik?,0.99333555
645,38336,Zu welchem Modell wurde Bohrs Atommodell 1917 erweitert?,Zu welchem  wurde Bohrs Atommodell 1917 erweitert?,0.96848637
646,38337,Was ist Spin von teilchen?, ist Spin von teilchen?,0.94679636
647,38520,Wie heißt Straßburg im lokalen Dialekt?,Wie heißt Straßburg im lokalen ?,0.92914766
648,38521,Wo liegt Straßburg?,Wo  Straßburg?,0.67979324
649,38529,Wo hat der Europäische Gerichtshof für Menschenrechte seinen SItz?,Wo  der Europäische Gerichtshof für Menschenrechte seinen SItz?,0.9736023
650,38531,Welches europäische Gericht hat seinen Sitz in Straßburg?,Welches  Gericht hat seinen Sitz in Straßburg?,0.9402407
651,38533,Welhce Teile von Straßburg sind UNESCO-Weltkulturerbe?,Welhce  von Straßburg sind UNESCO-Weltkulturerbe?,0.93553555
652,38568,Wann wurde die Utrechter Union geschlossen?, wurde die Utrechter Union geschlossen?,0.8725621
653,38569,Welche Provinzen gehörten zur Republik der Vereinigten Niederlanden?,Welche Provinzen  zur Republik der Vereinigten Niederlanden?,0.97461295
654,38571,In welchen Bereichen wurde in der Republik der Vereinigten Niederlande auf Bundesebene entschieden?,In welchen Bereichen wurde in  Republik  Vereinigten Niederlande auf Bundesebene entschieden?,0.9931484
655,38572,War die Republik der Vereinigten Niederlande ein Zentralstaat?,War die  der Vereinigten Niederlande ein Zentralstaat?,0.9746897
656,38573,Wieso nahm Holland in den Vereinigten Provinzen eine Vormachtsstellung ein?,Wieso nahm Holland in den Vereinigten Provinzen eine  ein?,0.9098735
657,38574,Welche Provinz der Republik Vereinigten Niederlanden hatte den meisten Einfluss?,Welche  der Republik Vereinigten Niederlanden hatte den meisten Einfluss?,0.9631611
658,38575,Aus welcher Adelsfamilie stammte der Statthalter der Republik der Vereinigten Provinzen?,Aus welcher Adelsfamilie stammte der Statthalter der Republik der  Provinzen?,0.9880415
659,38576,Welcher Konflikt im Inland prägte die Republik der Vereinigten Provinzen?,Welcher Konflikt im  prägte die Republik der Vereinigten Provinzen?,0.972649
660,38577,Ab wann war das Amt des Statthalters der Republik der Vereinigten Provinzen erblich?,Ab wann war das Amt des Statthalters der  der Vereinigten Provinzen erblich?,0.99371505
661,38613,Wo wurde Chopin geboren?,Wo wurde Chopin ?,0.9207941
662,38614,Wann wurde Chopin getauft?,Wann wurde  getauft?,0.5945083
663,38615,Was ist Chopins Taufname?,Was ist  Taufname?,0.6675312
664,38616,Wann wurde Chopin geboren?,Wann  Chopin geboren?,0.9432768
665,38618,"Was gilt als Grund dafür, dass für Chopin zwei unterschiedliche Geburtstage bekannt sind?","Was gilt als Grund dafür, dass für Chopin zwei  Geburtstage bekannt sind?",0.98066664
666,37671,Wann war Kanye West Yeezus-Tour?,Wann war Kanye West -Tour?,0.94287205
667,37672,Mit wem hat Kanye West für sein Album Yeezus kooperiert?,Mit  hat Kanye West für sein Album Yeezus kooperiert?,0.97860396
668,37673,Für welches Lied ließ Kanye West öffentlich Videos an Wände projizieren?,Für welches  ließ Kanye West öffentlich Videos an Wände projizieren?,0.9334208
669,37675,Was heißt Yeezus?,Was  Yeezus?,0.8058347
670,37678,Welche Platzierung nahm West Album Yeezus auf den Billboard 200 ein?,Welche  nahm West Album Yeezus auf den Billboard 200 ein?,0.921141
671,37682,Wie heißt Kanye West 7. Album?,Wie heißt Kanye West 7. ?,0.9291722
672,37683,"Wann erschien ""The Life of Pablo""?"," erschien ""The Life of Pablo""?",0.89000815
673,37686,Mit was stellte The Life of Pablo einen Rekord auf?,Mit was stellte The  of Pablo einen Rekord auf?,0.9510756
674,37691,Wodurch fand Kanye West Song Famous in den Medien große Beachtung?,Wodurch fand Kanye West Song Famous in den Medien große ?,0.96294296
675,37700,Mit welcher Tour war Kanye West Ende 2016 unterwegs?,Mit welcher Tour war Kanye West  2016 unterwegs?,0.9555163
676,37702,Wieso kam Kanye West nach dem Tourabbruch 2016 ins Krankenhaus? ,Wieso kam Kanye West nach dem  2016 ins Krankenhaus? ,0.9622004
677,37704,Was hat Kanye West Psychose ausgelöst?,Was hat Kanye West Psychose ?,0.8892127
678,38338,Wo liegt Palermo?,Wo  Palermo?,0.85184014
679,38339,Wie hoch ist der Monte Pellegrino?, hoch ist der Monte Pellegrino?,0.9573202
680,38340,Was heißt Conca d'Oro?,Was  Conca d'Oro?,0.8741692
681,38341,Wieso wird die Gegend um Palermo Goldenes Becken genannt?,Wieso  die Gegend um Palermo Goldenes Becken genannt?,0.9795818
682,38342,Wie viele Menschen leben in der Metropolregion Palermo?,Wie viele Menschen leben in der  Palermo?,0.9583304
683,38343,wie viele Bezirke gibt es in Palermo?,wie viele  gibt es in Palermo?,0.9318466
684,38534,Wie heißt die Sammlung von Hirtengedichten von Vergil?,Wie  die Sammlung von Hirtengedichten von Vergil?,0.91339946
685,38535,Wie werden die Eklogen von Vergil auch genannt?, werden die Eklogen von Vergil auch genannt?,0.9701403
686,38536,Wann hat Vergil die Eklogen geschrieben?,Wann hat  die Eklogen geschrieben?,0.89023304
687,38540,Welches politische Ereignis wird in der ersten Ekloge von Vergil aufgegriffen?,Welches politische Ereignis wird in der ersten Ekloge von  aufgegriffen?,0.91714185
688,41078,Wieso ist die Deutsche Bahn von der EEG-Umlage ausgenommen?,Wieso ist die Deutsche Bahn von  EEG-Umlage ausgenommen?,0.9926355
689,41079,"Wie groß ist die EEG-Umlage, die die Deutsche Bahn bezahlt?","Wie groß ist die EEG-Umlage, die die Deutsche Bahn ?",0.9423771
690,41231,Wozu werden in Datenbanken auch die Zugriffe der Benutzer gespeichert?,Wozu werden in Datenbanken auch die  der Benutzer gespeichert?,0.96895295
691,41232,Durch was werden die Bestandsdaten in Datenbanken gesichert?, was werden die Bestandsdaten in Datenbanken gesichert?,0.9340801
692,41233,Wieso schränkt ein Backup die Arbeit mit einer Datenbank ein?,Wieso schränkt ein Backup die Arbeit mit einer  ein?,0.9392733
693,41234,Welche Informationen werden in Datenbanken neben den eigentlichen Einträgen auch gespeichert?,Welche Informationen werden in Datenbanken neben  eigentlichen Einträgen auch gespeichert?,0.99693966
694,40564,Wo lag das Königreich Vijayanagar?,Wo  das Königreich Vijayanagar?,0.949417
695,40565,Was heißt Vijayanagar?,Was  Vijayanagar?,0.8239703
696,40566,Bis wann bestand das Königreich Vijayanagar in Indien?,Bis wann bestand das Königreich Vijayanagar in ?,0.9723219
697,40567,Nach wem war das Königreich Vijayanagar benannt?,Nach wem war  Königreich Vijayanagar benannt?,0.9926569
698,40568,Wer war für den Untergang von Vijayanagar verantwortlich?,Wer  für den Untergang von Vijayanagar verantwortlich?,0.98988837
699,40569,Wer gründete das Vijayanagar-Königreich?,Wer gründete das -Königreich?,0.7930696
700,38631,Wann wurde der ägyptische König Faruk abgesetzt?,Wann wurde  ägyptische König Faruk abgesetzt?,0.9939306
701,38632,Wann ist der nationalfeiertag in Ägypten?,Wann ist der  in Ägypten?,0.7907271
702,38633,Wer setzte den ägyptischen König 1952 ab?,Wer setzte den ägyptischen König  ab?,0.9356383
703,38634,Wer prägte die Republik Ägypten in ihrer Entstehungszeit?,Wer  die Republik Ägypten in ihrer Entstehungszeit?,0.92890733
704,38635,Wer führte die Revolution in Ägypten an?,Wer führte die  in Ägypten an?,0.8729944
705,38636,Was ist die Sueskrise?,Was  die Sueskrise?,0.9392622
706,38637,Seit wann dürfen Frauen in Ägypten wählen?,Seit wann dürfen Frauen in Ägypten ?,0.94941366
707,38638,Welcher Unterschied im Wahlrecht bestand in Ägypten zwischen Männern und Frauen bis 1979?,Welcher Unterschied im Wahlrecht bestand in Ägypten zwischen Männern  Frauen bis 1979?,0.98801684
708,38639,"Welcher Vereinigung, die bis 1961 bestand, gehörte Ägypten an?","Welcher Vereinigung, die bis  bestand, gehörte Ägypten an?",0.94671726
709,38640,Wann war der Sechstagekrieg?,Wann war der ?,0.6980458
710,38684,An welchem Krieg war Ägypten 1973 beteiligt?,An welchem Krieg war  1973 beteiligt?,0.9286313
711,38685,Wann schlossen Ägypten und Israel einen Friedensvertrag?,Wann schlossen Ägypten  Israel einen Friedensvertrag?,0.96107066
712,41080,Was kennzeichnet die boreale Zone in den USA?,Was kennzeichnet die boreale Zone in den ?,0.90956557
713,41081,Was bildet sich auf sandigen Böden in Fichtenwäldern?,Was bildet sich auf sandigen  in Fichtenwäldern?,0.9861187
714,41083,Aus welchen Böden entsteht Braunerde?,Aus welchen Böden entsteht ?,0.8462358
715,41084,Auf welchem Boden bildet sich Parabraunerde?,Auf welchem  bildet sich Parabraunerde?,0.9478201
716,41085,Bei welchen pH-Werten findet Lessivierung statt?,Bei welchen pH- findet Lessivierung statt?,0.9590039
717,41086,Welche Bodentypen sind in den USA in subtropischen Wäldern zu finden?,Welche Bodentypen sind in  USA in subtropischen Wäldern zu finden?,0.9982082
718,41088,Welcher Bodentyp ist in Florida verbreitet?, Bodentyp ist in Florida verbreitet?,0.91822666
719,41089,Welcher Bodentyp ist im Mississippi-Delta zu finden?,Welcher Bodentyp  im Mississippi-Delta zu finden?,0.9866158
720,41235,Welcher Religion gehören in der Republik Kongo die meisten Menschen an?,Welcher Religion gehören in der Republik Kongo die  Menschen an?,0.9700551
721,41236,Wie viele Menschen in der Republik Kongo sind katholisch?,Wie viele Menschen in  Republik Kongo sind katholisch?,0.9949042
722,41237,Wie viel Prozent der Menschen in der Republik Kongo gehören keiner Religion an?,Wie viel Prozent der Menschen in der Republik  gehören keiner Religion an?,0.9582099
723,41238,Welche Religion ist in der Republik Kongo mit einem Anteil von unter 2 Prozent vertreten?,Welche Religion ist in der Republik Kongo mit einem Anteil  unter 2 Prozent vertreten?,0.99786437
724,41422,An welchen Gott erinnerte Diokletian mit seinem selbstgewählten Namen?,An welchen Gott erinnerte Diokletian mit seinem  Namen?,0.959373
